Test name,Total connections,Duration,Conn Rate,Reply Size
10KB,1000,0.097,10278.8,483.0
10KB,1000,0.102,9825.2,483.0
10KB,1000,0.105,9527.2,483.0
10KB,1000,0.112,8908.6,483.0
10KB,1000,0.105,9493.0,483.0
10KB,1000,0.104,9617.1,483.0
10KB,1000,0.100,10021.8,483.0
10KB,1000,0.100,10004.3,483.0
10KB,1000,0.101,9922.6,483.0
10KB,1000,0.116,8629.1,483.0
10KB,1000,0.103,9736.9,483.0
10KB,1000,0.111,9023.4,483.0
10KB,1000,0.106,9476.7,483.0
10KB,1000,0.112,8906.7,483.0
10KB,1000,0.101,9864.7,483.0
10KB,1000,0.101,9929.3,483.0
10KB,1000,0.102,9847.2,483.0
10KB,1000,0.106,9416.7,483.0
10KB,1000,0.104,9649.2,483.0
10KB,1000,0.095,10498.9,483.0
10KB,1000,0.108,9247.5,483.0
10KB,1000,0.106,9404.9,483.0
10KB,1000,0.099,10098.5,483.0
10KB,1000,0.106,9415.0,483.0
10KB,1000,0.110,9090.0,483.0
10KB,1000,0.104,9645.4,483.0
10KB,1000,0.113,8831.9,483.0
10KB,1000,0.113,8837.7,483.0
10KB,1000,0.111,8988.3,483.0
10KB,1000,0.119,8374.8,483.0
10KB,1000,0.109,9196.8,483.0
10KB,1000,0.102,9771.5,483.0
10KB,1000,0.100,9980.9,483.0
10KB,1000,0.101,9928.2,483.0
10KB,1000,0.100,9967.2,483.0
10KB,1000,0.102,9773.4,483.0
10KB,1000,0.105,9569.0,483.0
10KB,1000,0.108,9222.5,483.0
10KB,1000,0.099,10076.0,483.0
10KB,1000,0.105,9530.1,483.0
10KB,1000,0.087,11457.6,483.0
10KB,1000,0.090,11166.7,483.0
10KB,1000,0.086,11612.2,483.0
10KB,1000,0.117,8563.8,483.0
10KB,1000,0.084,11854.8,483.0
10KB,1000,0.087,11475.1,483.0
10KB,1000,0.084,11920.8,483.0
10KB,1000,0.087,11439.4,483.0
